,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Taldo1,1.90100526033294e-36,0.482464571509395,0.812,0.408,6.3069651522066e-32
Eef1e1,2.01545191292402e-36,0.500757585276445,0.702,0.286,6.68666481150801e-32
Ccdc85a,2.03901461743481e-36,-0.391112727174727,0.015,0.169,6.76483879626347e-32
Egfr,2.09353874419141e-36,-0.504298954583108,0.029,0.203,6.94573349160384e-32
Rrp9,2.10944759520169e-36,0.465038329896422,0.575,0.185,6.99851428660065e-32
Lgalsl,2.30965571838699e-36,-0.95264471869187,0.261,0.493,7.66274477689252e-32
Hat1,2.37084008981123e-36,0.458626412725668,0.481,0.122,7.86573616596671e-32
Heph,2.41409349483135e-36,-0.333035043242567,0.011,0.155,8.00923798780199e-32
Fbln5,2.48585368389883e-36,-0.404568403672427,0.003,0.128,8.24731676707115e-32
Fkbp8,2.5169417674859e-36,0.478317480943073,0.751,0.327,8.35045770198796e-32
Vcl,2.51797046248668e-36,-0.924969890768558,0.273,0.5,8.35387060339206e-32
Nceh1,2.54711981137613e-36,0.446534936167191,0.365,0.045,8.4505793982026e-32
Ndufa6,2.75218814513436e-36,0.516468626398036,0.919,0.52,9.13093460911226e-32
Plpp2,2.78661217355987e-36,0.404321710123438,0.326,0.023,9.24514320821957e-32
Cmtm8,2.85500859989916e-36,0.426387815567503,0.298,0.007,9.47206203188544e-32
Tlcd1,3.22463859065688e-36,-0.851713319835697,0.149,0.387,1.06983834522223e-31
Wdr78,3.26000769634106e-36,0.416457168813036,0.31,0.014,1.08157275341507e-31
Cox8a,4.26669540530259e-36,-0.698609710000082,0.984,0.944,1.41556153461724e-31
Stard3nl,4.29225200172385e-36,0.437805429625223,0.575,0.182,1.42404044661192e-31
Mri1,5.09173866461216e-36,0.3970532449292,0.397,0.065,1.68928613675838e-31
Eif4b,5.19089501338128e-36,0.465156273992528,0.561,0.187,1.72218323858951e-31
Uap1,5.34915384912818e-36,0.524746972150442,0.604,0.221,1.77468877252526e-31
Sdhb,5.89239462283658e-36,0.498700162952033,0.864,0.462,1.95491976401849e-31
Zfp422,6.109131513188e-36,0.44748241760018,0.509,0.144,2.02682656213038e-31
Cmss1,6.46187126752493e-36,0.458472350401963,0.412,0.074,2.14385503042675e-31
Sgip1,7.44859821322327e-36,-0.408668552401225,0.002,0.124,2.47122142920109e-31
Tvp23b,7.87978541138847e-36,0.417210689286429,0.579,0.187,2.61427640593635e-31
Nolc1,1.0419972544342e-35,0.519755099730264,0.621,0.236,3.45703429103634e-31
Eif4ebp1,1.23268438038017e-35,0.495338059061995,0.463,0.106,4.0896769687873e-31
Pin4,1.25218836629153e-35,0.394438072128578,0.648,0.227,4.15438534284539e-31
Arhgef4,1.26338668450283e-35,-0.847778670164708,0.132,0.367,4.19153800317504e-31
Tnrc6a,1.30261553954168e-35,-1.14857638724507,0.358,0.55,4.32168757553744e-31
Ramac,1.32458038616923e-35,0.427252366484221,0.512,0.142,4.39456034719365e-31
Akip1,1.45003524945754e-35,0.425634197862639,0.319,0.02,4.81078194712527e-31
Abcd2,1.48019991155189e-35,-0.387249957594104,0.013,0.16,4.91085924655572e-31
Ltbp3,1.62315830142558e-35,-0.846500719377582,0.108,0.336,5.38515229663966e-31
Il18,1.74203827338708e-35,-0.809580697994031,0.098,0.322,5.77956037961631e-31
Mrpl33,1.78804322938781e-35,0.565402391043046,0.852,0.457,5.93219102213992e-31
Dnali1,1.87541656468799e-35,0.425443868440941,0.283,0.002,6.22206953666536e-31
Arhgef12,1.93389276386119e-35,-1.10221101913539,0.449,0.617,6.41607602266226e-31
9330159F19Rik,1.93425324142453e-35,-0.54067708902343,0.043,0.23,6.41727197907416e-31
Fam227b,1.98935392439318e-35,-0.322099885784371,0.002,0.119,6.60007951495927e-31
Nos3,2.08341661344699e-35,0.479347547083211,0.341,0.034,6.91215129843309e-31
Rangap1,2.2858126416274e-35,0.478592925766467,0.579,0.209,7.58364060112723e-31
Smim14,2.35071389354386e-35,0.443212195409039,0.693,0.275,7.79896348461048e-31
Glrx5,2.3801921896211e-35,0.468854095394219,0.527,0.167,7.89676362750593e-31
Vcam1,2.87176073867675e-35,-0.649400188632387,0.077,0.297,9.52764060270784e-31
Nt5e,2.87771364730882e-35,-0.401318670591868,0.005,0.131,9.54739056767649e-31
Parp10,3.01626513638453e-35,-0.346300465506122,0.008,0.144,1.00070628429829e-30
Spry1,3.18001803675867e-35,0.496911455269956,0.308,0.016,1.05503458405542e-30
Znrd2,3.18836631516713e-35,0.458862348228661,0.63,0.234,1.057804292383e-30
Selenoh,3.53149518095644e-35,0.468128647348855,0.434,0.09,1.17164415618592e-30
Tram1,3.65188815636981e-35,0.485787038726945,0.617,0.221,1.21158693363881e-30
Specc1,4.07657765608595e-35,-0.615207254409353,0.08,0.295,1.35248616895963e-30
Lcn2,4.25686850871831e-35,-3.35192031472803,0.189,0.428,1.41230126513747e-30
Ost4,4.6744938847482e-35,0.578514210610977,0.811,0.428,1.55085683614291e-30
9130401M01Rik,4.78589132928531e-35,0.413110253592486,0.467,0.106,1.58781516631699e-30
Psma3,4.94548900839323e-35,0.495486999506195,0.954,0.714,1.64076488831462e-30
Larp7,5.01587107188383e-35,0.45800549558339,0.477,0.117,1.6641155455189e-30
H2ax,5.54462311520341e-35,0.468587382948676,0.513,0.153,1.83953961093104e-30
Tcf3,5.96090119216923e-35,0.409747405218711,0.46,0.108,1.97764818852599e-30
Serpine1,6.47257554268635e-35,0.425169291175277,0.5,0.131,2.14740638779705e-30
Cfap69,6.95850878371047e-35,0.385764441299594,0.285,0.005,2.30862445917162e-30
Daam2,7.09072263007844e-35,-0.504086344937261,0.019,0.173,2.35248904698113e-30
Snu13,8.63027194408995e-35,0.533424798754288,0.896,0.538,2.86326532289072e-30
Mrpl57,8.799573493193e-35,0.451673643444279,0.719,0.311,2.91943449783664e-30
Slc20a1,9.23370834903825e-35,-1.12442798605725,0.403,0.579,3.06346741896042e-30
Cuta,9.54591817153157e-35,0.473831005793853,0.783,0.365,3.16704927176903e-30
Myc,9.71306993306001e-35,0.513706969672616,0.473,0.124,3.22250521169132e-30
Wdr46,1.06510189651855e-34,0.43215869236259,0.422,0.086,3.5336885620796e-30
Iqck,1.0967849795155e-34,0.421724697621659,0.337,0.036,3.63880352653857e-30
Acsl5,1.1183701359927e-34,0.412145205555774,0.34,0.034,3.71041660018299e-30
Gnl3,1.25487712353639e-34,0.557234851758758,0.792,0.414,4.16330583275668e-30
Cdca7,1.26169525586189e-34,0.399840662419283,0.307,0.016,4.18592635037299e-30
Rpl27-ps3,1.27439573878911e-34,0.664535899159915,0.428,0.083,4.22806274258064e-30
Cfap299,1.29136083013761e-34,0.37935191588967,0.279,0.002,4.28434782614756e-30
Fstl1,1.34083716773614e-34,-0.884456065109454,0.165,0.401,4.4484954713982e-30
Myorg,1.34982782227513e-34,-0.346673617088881,0.008,0.14,4.47832376596219e-30
Arf1,1.37970350759633e-34,0.527087990205569,0.887,0.556,4.57744232715235e-30
Haus3,1.61552025342001e-34,-0.689545325735994,0.068,0.273,5.35981154477157e-30
Olfm2,1.63585918468423e-34,-0.408379831331276,0.014,0.158,5.42729001702688e-30
Fam162a,1.73968179348719e-34,0.577842199814966,0.832,0.43,5.77174228625245e-30
Neat1,1.95785893628457e-34,-1.30273903835327,0.847,0.811,6.49558859291131e-30
Shisa6,2.00383981419835e-34,-0.909232709845327,0.125,0.354,6.64813935156586e-30
Mir124-2hg,2.1210603976817e-34,-0.410706455583281,0.005,0.131,7.03704208138857e-30
Plscr1,2.38517530244619e-34,0.43983157977633,0.397,0.07,7.91329610092574e-30
Eif2b3,2.46703459919029e-34,0.395123981236631,0.447,0.101,8.18488068973361e-30
Gstk1,2.51015725820864e-34,-0.37714943927868,0.011,0.151,8.3279487355588e-30
Dnaaf3,2.52930200957122e-34,0.379524739397975,0.281,0.005,8.39146527715444e-30
Chmp2a,2.76354488742598e-34,0.496941421680067,0.935,0.592,9.16861287301318e-30
Gsr,2.9431618039378e-34,0.455643412374037,0.482,0.126,9.76452791692443e-30
Dnajc15,3.32298191343555e-34,0.48356903913719,0.676,0.291,1.10246570942051e-29
Dynlrb1,3.33254679427417e-34,0.461548192363871,0.892,0.498,1.10563904993634e-29
Gbp5,3.45792560830324e-34,-0.669177552024958,0.024,0.185,1.14723597906677e-29
Ercc1,3.57481295709148e-34,0.408209171101947,0.451,0.104,1.18601569477424e-29
Tmem216,3.63817652578797e-34,0.402079608117042,0.44,0.097,1.20703782596067e-29
Psmc4,3.65167714778698e-34,0.457995072913138,0.776,0.39,1.21151692732129e-29
Rwdd1,3.71070720609855e-34,0.475325567255467,0.766,0.39,1.23110132976732e-29
Capzb,3.85257806563807e-34,0.507556284675011,0.85,0.462,1.27816982483674e-29
Hnrnpdl,3.99291644153451e-34,0.515530282345564,0.902,0.606,1.32472988780791e-29
Igsf1,5.35132346008901e-34,-0.30858263099832,0.004,0.124,1.77540858435373e-29
Psd2,5.74628453477934e-34,-0.523998373411331,0.014,0.158,1.90644482010374e-29
Trim25,5.89315930808357e-34,-0.612494677624731,0.077,0.284,1.95517346364288e-29
Dnmt1,7.68494721544577e-34,0.443637330337558,0.392,0.072,2.54963493766844e-29
Celsr1,7.79888807474364e-34,0.348898524167869,0.278,0.005,2.5874370965577e-29
Sulf1,7.9036416377602e-34,-0.765232646784951,0.119,0.349,2.6221911861597e-29
Asph,8.03839296567202e-34,-1.01974428037892,0.264,0.484,2.666897634221e-29
Asrgl1,8.06161731641087e-34,-0.9287194134981,0.186,0.419,2.67460277706563e-29
Tomm7,8.25071262440149e-34,0.480928109465359,0.941,0.613,2.73733892739768e-29
Atp13a5,8.53685682479483e-34,-0.316594477604745,0.002,0.117,2.83227298876218e-29
Get1,9.81482535946871e-34,0.402669005589037,0.417,0.083,3.25626460951093e-29
Drg1,1.03643490634186e-33,0.362518581952525,0.599,0.212,3.43858008877039e-29
Polr2k,1.05589064634341e-33,0.421251945249563,0.812,0.392,3.50312839737352e-29
Kcnn4,1.21893226713544e-33,0.507327085988667,0.276,0.005,4.04405158267525e-29
Cyp51,1.22398489841601e-33,-1.02109549237228,0.29,0.502,4.0608146974748e-29
Alpk1,1.25180644367795e-33,-0.302845458202752,0.005,0.128,4.15311823819033e-29
Slbp,1.2830688063225e-33,0.399895602168354,0.56,0.191,4.25683737873616e-29
Rbbp4,1.31237070772255e-33,0.392221020024902,0.678,0.291,4.3540522970111e-29
Bicd2,1.32288268238106e-33,-0.809534615172849,0.192,0.419,4.38892787533565e-29
Gm8730,1.37474566728977e-33,1.26286280855084,0.272,0.002,4.56099370036728e-29
Fkbp5,1.51239444701025e-33,-0.91441837769163,0.173,0.399,5.01767105684592e-29
Eri3,1.5392612724589e-33,0.427630397788529,0.505,0.151,5.10680712363691e-29
Rpl23a-ps3,1.60305187607355e-33,1.32036311488549,0.27,0.002,5.31844520924923e-29
Arl6ip1,1.66363821559178e-33,-0.810565422597439,0.791,0.764,5.51945250786884e-29
Hsd17b7,1.85374367114015e-33,-1.04295427431567,0.216,0.439,6.15016537774166e-29
Spa17,1.92822213559276e-33,0.387030157317393,0.314,0.025,6.39726257925611e-29
Fbxo2,2.12854022943276e-33,-0.54442496205582,0.048,0.234,7.06185791918907e-29
Prdx5,2.19559609351155e-33,0.594521560245062,0.917,0.604,7.28432915944325e-29
Ndufb7,2.39756497859897e-33,0.440658140323112,0.95,0.617,7.95440132949782e-29
Dtd1,2.58795381217801e-33,0.411000376036937,0.417,0.086,8.58605436266299e-29
Snrpa1,2.62082873725586e-33,0.460425062046492,0.675,0.284,8.69512350159375e-29
Podxl,2.62824580191024e-33,0.407466110424093,0.362,0.054,8.7197310969976e-29
Pnrc1,2.66824840529397e-33,0.596744504740427,0.506,0.167,8.85244773424381e-29
D030056L22Rik,2.78473065038285e-33,0.419787352327218,0.424,0.092,9.23890087877518e-29
Vav3,3.02299545644047e-33,-0.370527014863968,0.012,0.149,1.00293920258325e-28
1700012B09Rik,3.0559822905611e-33,0.418375713478305,0.275,0.005,1.01388324453946e-28
Polr2j,3.12260639340101e-33,0.384886448548942,0.709,0.295,1.03598712313865e-28
Rab11a,3.18590396901978e-33,0.456252295004004,0.745,0.333,1.05698735980169e-28
Slc44a3,3.22169759713127e-33,0.494197317532127,0.32,0.032,1.06886261180024e-28
Bex2,3.57268823328022e-33,0.570524201610012,0.531,0.178,1.18531077515538e-28
Sun2,3.64696915488478e-33,-0.652662317236474,0.107,0.322,1.20995495651613e-28
Cenpv,4.11461852513651e-33,0.352912958609661,0.336,0.038,1.36510698808454e-28
Lpgat1,4.16420160070365e-33,0.504161186991875,0.42,0.099,1.38155716506545e-28
Mrps25,5.37178635696493e-33,0.38040072993949,0.592,0.2,1.78219755965026e-28
Nabp2,5.45928945815746e-33,0.427925146910136,0.608,0.227,1.8112284635329e-28
Gipc1,6.11611370070433e-33,0.416527300763493,0.41,0.086,2.02914304248267e-28
Apoc1,6.34299909426781e-33,-0.549102766438889,0.005,0.126,2.10441680950523e-28
B230219D22Rik,6.95128430808089e-33,0.464341678177541,0.542,0.191,2.306227594892e-28
Adgra1,6.98759426466173e-33,-0.912962006064665,0.127,0.347,2.31827414918682e-28
Ddx41,7.28733258939017e-33,0.416612927372415,0.556,0.187,2.41771833318198e-28
Gnb4,7.3551539232976e-33,-0.704387012907131,0.079,0.282,2.44021941713245e-28
Slc27a1,7.58432458310798e-33,-0.984202818029532,0.187,0.412,2.51625136693773e-28
Nudt21,7.63893007339514e-33,0.423804390123421,0.696,0.297,2.5343678304503e-28
Dpy30,7.75710060991197e-33,0.416994467243558,0.645,0.257,2.57357326935049e-28
Poldip2,7.89327967361524e-33,0.4192873113434,0.569,0.198,2.61875339731533e-28
Znhit1,8.27074299287236e-33,0.423358254632254,0.637,0.248,2.74398440274526e-28
Ralgps2,8.45351251119369e-33,0.473114126173335,0.475,0.133,2.80462184583873e-28
Dek,8.50125857702968e-33,0.52541212803623,0.697,0.331,2.82046255810114e-28
Actl6a,9.02799713053097e-33,0.408892073703995,0.53,0.167,2.99521860799626e-28
Kars,9.58474759268842e-33,0.391552745333831,0.569,0.189,3.17993170882624e-28
Ppp1r35,9.92739199575849e-33,0.410960641835997,0.459,0.117,3.2936108424328e-28
Baiap2,1.00525949205198e-32,0.489932958364189,0.562,0.187,3.33514941678087e-28
Abr,1.02943816964307e-32,-0.729775131692995,0.125,0.345,3.4153670154248e-28
Pigp,1.11777504542691e-32,0.434083935585424,0.614,0.23,3.70844226821285e-28
D330037F02Rik,1.32004107112452e-32,-0.318570002801952,0.012,0.146,4.37950026166982e-28
Gm17056,1.33570760332211e-32,0.476289537853169,0.289,0.016,4.43147711554175e-28
Gtf3c6,1.43513631782431e-32,0.378808956366006,0.539,0.167,4.7613517616457e-28
Tmed2,1.53863407307639e-32,0.611963743259305,0.811,0.5,5.10472626424553e-28
U2af2,1.85621507748064e-32,0.383978921750659,0.766,0.383,6.15836476255751e-28
Nop16,2.28757685837411e-32,0.453622405128214,0.549,0.194,7.58949374302778e-28
Abcf1,2.36402116130845e-32,0.464346969804583,0.597,0.234,7.84311300687304e-28
Prex2,2.45954366604533e-32,-0.571541247816198,0.049,0.23,8.16002802083859e-28
Spire1,2.62627272628819e-32,-0.917879854870806,0.352,0.545,8.71318502400632e-28
Pbdc1,2.74500236765685e-32,0.432219087961169,0.662,0.282,9.10709435517514e-28
Il15ra,3.28441610510351e-32,-0.585726513937988,0.065,0.259,1.08967073119019e-27
Ipo5,3.32903280984677e-32,0.555070943659878,0.66,0.304,1.10447321532286e-27
Dstn,3.49565201154446e-32,0.506942080041469,0.853,0.489,1.1597524678701e-27
Spef2,3.64232980981657e-32,0.435864862262644,0.336,0.043,1.20841576100284e-27
Lxn,4.70482153504278e-32,-1.10495603384446,0.408,0.588,1.56091864068114e-27
Pdcd6,4.81363550519472e-32,0.449784948526557,0.778,0.387,1.59701985155845e-27
Actr3b,4.87235154401913e-32,-0.522422707079479,0.044,0.221,1.61650007175923e-27
Gdpd2,5.6152962516771e-32,-0.342405025943466,0.002,0.108,1.86298683741891e-27
Ier2,5.61964835987946e-32,0.588725017559321,0.766,0.396,1.86443073635721e-27
Catip,6.14169662617072e-32,0.375464681658132,0.286,0.016,2.03763068966466e-27
Wdr61,6.37588980637242e-32,0.420594451311024,0.645,0.257,2.11532896106018e-27
Trafd1,6.74570147835779e-32,-0.748804750388926,0.083,0.286,2.23802137947476e-27
Ccdc114,7.21457827985625e-32,0.378485296867837,0.337,0.045,2.39358063590791e-27
Eif3d,7.84691967084995e-32,0.48738591746126,0.792,0.403,2.60337253919789e-27
Spg21,8.17989285488232e-32,0.386724466668143,0.515,0.164,2.71384305246431e-27
Eif3h,8.21307029543707e-32,0.455695665022568,0.856,0.477,2.72485033191716e-27
Nphp1,8.45127758830436e-32,0.372643348612672,0.395,0.079,2.80388036547174e-27
Cdh11,9.44102143228897e-32,-0.320038429638532,0.014,0.149,3.13224768059051e-27
Klf10,9.47093394683362e-32,0.441564770128486,0.397,0.083,3.14217175554099e-27
Fam129b,1.02433559408446e-31,0.363633449302036,0.388,0.074,3.398438200494e-27
Prdx3,1.03732387754006e-31,0.422902521375534,0.67,0.286,3.44152942851467e-27
Adamts4,1.06835577085341e-31,-0.409920092705147,0.013,0.146,3.54448394096037e-27
Cdh2,1.07184197848722e-31,-0.924295879468798,0.561,0.655,3.55605013202705e-27
Eva1a,1.13512372256467e-31,-0.6904917365234,0.121,0.338,3.76599997435282e-27
Rps12-ps3,1.15669856220395e-31,0.895734244031128,0.275,0.011,3.83757881982405e-27
Kcnc4,1.15908612722271e-31,-0.265601771115256,0.002,0.11,3.84550004428678e-27
Zfp593,1.16779925688881e-31,0.38350143714458,0.588,0.212,3.87440759458e-27
Dpm3,1.18115433680375e-31,0.417561125162302,0.735,0.327,3.91871574321381e-27
Epcam,1.31387908757217e-31,0.471289206923593,0.272,0.011,4.35905664883818e-27
Ctnna3,1.38679966848269e-31,-0.273771668343588,0.001,0.104,4.60098526012501e-27
1500009C09Rik,1.38679966848269e-31,-0.288622257799402,0.001,0.104,4.60098526012501e-27
Polr3k,1.49664203504151e-31,0.391383722729768,0.375,0.068,4.96540927965723e-27
Wnt7b,1.50004724991304e-31,-0.785683612167606,0.141,0.365,4.97670676103649e-27
Tnfrsf19,1.50135964522868e-31,-0.595706489802792,0.065,0.257,4.98106089497521e-27
Mybbp1a,1.51786687391853e-31,0.528128813836617,0.627,0.284,5.03582692759951e-27
Bag2,1.70553963150919e-31,0.375054877660228,0.346,0.052,5.65846883545805e-27
Emc3,1.7153143536938e-31,-0.887383262407607,0.4,0.577,5.69089843124992e-27
Aebp2,1.8083414143646e-31,0.496845393787542,0.479,0.149,5.99953431043743e-27
Surf2,2.09836504266519e-31,0.382965147209883,0.47,0.128,6.96174570205029e-27
Vpreb3,2.20936380453603e-31,0.40935640559239,0.257,0.002,7.33000629430919e-27
Rpl6l,2.34084977620093e-31,0.932271987706418,0.252,0,7.76623730250182e-27
Ptov1,2.43217249594667e-31,0.50187878191198,0.606,0.25,8.06921868980228e-27
Mkrn1,2.52003879432611e-31,0.353384272701152,0.53,0.171,8.36073270793573e-27
Tipin,2.59806570410725e-31,0.434545171681507,0.476,0.14,8.61960258651662e-27
Lrriq1,2.86636010297584e-31,0.367483070787191,0.264,0.007,9.50972291364295e-27
Iscu,3.01261443211671e-31,0.451106669798353,0.739,0.376,9.99495090143362e-27
Pitpna,3.06867578881899e-31,0.485130124278183,0.63,0.279,1.01809456645648e-26
Drap1,3.32526277339586e-31,0.510171768545046,0.777,0.426,1.10322243032954e-26
Fibin,3.56089581685585e-31,-0.386091954193884,0.014,0.149,1.18139840515826e-26
Pik3r1,4.07413216932506e-31,-0.705144133747252,0.159,0.385,1.35167482981698e-26
Mrpl14,4.25811259943098e-31,0.417026392224934,0.62,0.234,1.41271401711322e-26
Ciao2b,4.38220891640975e-31,0.411201165539027,0.576,0.214,1.45388545219726e-26
Cfap20,4.43445260433642e-31,0.395083747435421,0.521,0.169,1.47121834054069e-26
Rtcb,5.30455192881642e-31,0.451081412697995,0.684,0.315,1.75989119342342e-26
Myl6,5.42536082640356e-31,0.456934477126229,0.98,0.842,1.79997196137591e-26
Eif3c,6.18140115893106e-31,0.536721046117302,0.816,0.507,2.05080346249856e-26
Tsn,6.98424567677962e-31,0.462867773311237,0.803,0.423,2.31716318818518e-26
9330121J05Rik,7.0929511829026e-31,-0.340000250938912,0.025,0.176,2.3532284139516e-26
Dnal4,7.34322318583791e-31,0.383336663753607,0.431,0.108,2.43626115636544e-26
Dnajc10,7.36375883889712e-31,0.352629269586273,0.455,0.124,2.4430742699809e-26
Agmo,8.01091504508569e-31,-0.25463159433815,0.005,0.119,2.65778128450808e-26
Kdelr3,9.15639997040398e-31,0.36760639834206,0.286,0.02,3.03781881818093e-26
Psme2,1.07187678527787e-30,0.372748634864632,0.685,0.293,3.55616561051637e-26
Trim28,1.07493852753514e-30,0.422782082615799,0.501,0.158,3.56632355280333e-26
Spaca9,1.08212741595026e-30,0.377797619956179,0.255,0.005,3.59017412789818e-26
Trim37,1.10252191393947e-30,0.369706263478944,0.351,0.056,3.65783695387699e-26
Ginm1,1.14484387094194e-30,0.435047477528859,0.63,0.27,3.79824851062408e-26
Camk2d,1.18990836862938e-30,-0.929763390162043,0.379,0.559,3.94775899460171e-26
Ifi27,1.20161330585874e-30,-0.982257690668637,0.197,0.428,3.98659246484754e-26
Drc7,1.26299888553611e-30,0.339744973402476,0.255,0.005,4.19025140254317e-26
M6pr,1.26820866714528e-30,0.412759469564394,0.66,0.279,4.20753589498791e-26
Smpdl3a,1.28933151363805e-30,-0.748587144651379,0.15,0.369,4.27761516279694e-26
Meaf6,1.32154453754463e-30,0.350494495607542,0.432,0.106,4.38448831221183e-26
Ssbp4,1.36882420114151e-30,0.428518062102358,0.573,0.221,4.54134805212719e-26
Bnip2,1.40359246481658e-30,0.377144475453886,0.563,0.196,4.65669872052196e-26
Pus1,1.6641242785401e-30,0.372738818811718,0.377,0.072,5.52106511891248e-26
Nop58,1.69945336753182e-30,0.499441545393766,0.734,0.36,5.63827643746033e-26
Trim35,1.78981962998841e-30,0.396448333502002,0.523,0.18,5.93808458641255e-26
Actn4,1.82323449970639e-30,0.57037385688806,0.748,0.43,6.0489450996759e-26
Hint2,2.06286464376187e-30,0.364906203130684,0.482,0.142,6.84396602860876e-26
