,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Igfbp5,2.78109390773806e-13,-1.13835316468049,0.128,0.266,9.22683525770256e-09
Erbin,2.85613066918846e-13,-0.635458876408139,0.494,0.565,9.47578472116654e-09
Irf9,2.86961124295788e-13,-0.592001770864598,0.225,0.351,9.52050922076136e-09
Rnf215,2.94763285198674e-13,-0.472342074240806,0.168,0.3,9.77936151303642e-09
Cp,3.24939893115577e-13,0.287743145156015,0.249,0.081,1.07805308338955e-08
Arntl,4.63353190863468e-13,-0.386712869539933,0.089,0.205,1.53726688132773e-08
Inpp1,4.94664121522603e-13,-0.316733693409139,0.056,0.158,1.64114715597554e-08
Mt3,5.18849781430073e-13,-0.513182388097954,0.993,0.986,1.72138791985055e-08
Igfbp4,5.43839888564114e-13,-0.364586401158097,0.052,0.153,1.80429759828916e-08
Nfkbiz,5.558846698933e-13,-0.70508647836259,0.361,0.464,1.844258569305e-08
Rmst,5.99929850687886e-13,-0.754656929159308,0.292,0.412,1.9903872656272e-08
Atl2,6.25882564518245e-13,-0.59422161441143,0.185,0.309,2.07649058430218e-08
Cox6b2,6.32640096349749e-13,0.257114121752145,0.219,0.063,2.09891004765956e-08
Cdh22,6.5814774242652e-13,-0.468353598021282,0.131,0.252,2.18353676504846e-08
Rdh11,7.21500442012887e-13,-0.460616923911738,0.129,0.255,2.39372201646615e-08
Sorl1,7.3686772844596e-13,-0.612283873612921,0.213,0.338,2.44470606266516e-08
Zup1,7.56987582603102e-13,-0.407024038662351,0.104,0.221,2.51145770280231e-08
Hnrnpa0,7.86567814541488e-13,0.414977342432853,0.591,0.414,2.6095960383043e-08
Serpinh1,7.87423348636299e-13,0.264700693554281,0.691,0.412,2.61243444377065e-08
Timp3,7.88574270489081e-13,-1.27096391956798,0.452,0.538,2.61625285720162e-08
Tnk2,8.0284654227178e-13,-0.469022669792781,0.077,0.187,2.66360397329509e-08
Ppp1r15b,8.0365503429308e-13,-0.516715228273943,0.221,0.342,2.66628630727415e-08
Id1,8.47718099628815e-13,-0.768300212662576,0.222,0.347,2.81247433913852e-08
Rell1,9.04986386441339e-13,-0.433172312861941,0.068,0.173,3.00247333429643e-08
Prpf39,1.01534376032367e-12,-0.566297012247188,0.252,0.369,3.36860599362585e-08
Rab34,1.15091036881771e-12,-0.676489331115889,0.316,0.426,3.81837533062653e-08
P4ha1,1.16397346564247e-12,-0.557889420206871,0.306,0.419,3.86171476696201e-08
Dctn4,1.16615551408517e-12,-0.58938649336442,0.506,0.561,3.86895414908036e-08
Nucks1,1.19791651253228e-12,0.262887512957763,0.768,0.525,3.97432761362835e-08
Usp54,1.20195904622167e-12,-0.407714349834576,0.072,0.178,3.98773952764964e-08
Abtb2,1.22511661097683e-12,-0.309662269357411,0.047,0.142,4.06456938023782e-08
Nfe2l2,1.22971762070663e-12,-0.651004572366167,0.415,0.489,4.07983415021838e-08
Oxct1,1.25722584743756e-12,-0.615817880870025,0.414,0.507,4.17109819404359e-08
Abi1,1.33322203588712e-12,-0.610921132473922,0.337,0.437,4.42323074846269e-08
Anxa1,1.43464840483805e-12,0.419154553423644,0.127,0.011,4.75973301273119e-08
B3gnt5,1.65334223152287e-12,-0.381441419200188,0.065,0.169,5.48529352152341e-08
Slc16a6,1.84495728443099e-12,-0.519591949300897,0.141,0.259,6.12101478255669e-08
Rasal2,1.93526495297893e-12,-0.5196643196692,0.176,0.295,6.4206285344982e-08
Aco2,2.02412292239206e-12,-0.625719147244698,0.574,0.592,6.71543261962015e-08
Tapt1,2.19141096227278e-12,-0.411445948982998,0.128,0.245,7.27044414953239e-08
Akap13,2.30165079289899e-12,-0.83491091148181,0.503,0.547,7.63618683560097e-08
Cadps,2.50536131204694e-12,-0.423337087815135,0.106,0.221,8.31203722497815e-08
Ube2l6,3.15686720322522e-12,-0.263722228554718,0.028,0.108,1.04735383201403e-07
Zfp160,3.23092228966798e-12,-0.341230901067219,0.074,0.18,1.07192308804315e-07
Kif1b,3.27657923751942e-12,-0.6875074004368,0.568,0.601,1.08707069363182e-07
Gpsm1,3.4593199846336e-12,-0.41673883185963,0.101,0.214,1.14769859130189e-07
Stk40,3.73788010720957e-12,-0.592522392183442,0.422,0.505,1.24011648316892e-07
Rsrp1,3.80467053399083e-12,-0.743741971981365,0.62,0.617,1.26227554306214e-07
Atp6v1h,3.82346741468268e-12,-0.62872842589713,0.306,0.405,1.26851178416927e-07
Zfp955b,4.01403356837874e-12,-0.342973495253805,0.062,0.16,1.33173591698101e-07
Lrg1,4.18226494468594e-12,-0.691429113025026,0.05,0.144,1.38755004069846e-07
Cchcr1,4.72438377027183e-12,-0.600663978144259,0.143,0.259,1.56740880346308e-07
Lyst,4.77497289830371e-12,-0.343865183081959,0.077,0.182,1.58419275847022e-07
Nktr,4.86822731560234e-12,-0.772339745084124,0.496,0.529,1.61513177649739e-07
Adamts5,5.22035230420229e-12,-0.610513826573387,0.169,0.291,1.73195628396519e-07
Cipc,5.38397860419434e-12,-0.477327172638971,0.159,0.275,1.78624258151356e-07
Trim26,5.60243064680526e-12,-0.542407588485138,0.173,0.288,1.85871841569058e-07
Acadsb,6.96500498861266e-12,-0.476099161836361,0.151,0.268,2.31077970507202e-07
Map7d2,7.00872387964823e-12,-0.275910224351314,0.032,0.113,2.32528432155089e-07
Acap3,7.32806303106066e-12,-0.263154541763705,0.037,0.122,2.431231471815e-07
Cds2,8.03561822480702e-12,-0.548689376976572,0.242,0.351,2.66597705844422e-07
Atp5g3,8.41237744117652e-12,-0.462892788020292,0.796,0.748,2.79097446365914e-07
Shisa4,8.81862619742351e-12,-0.653487517127068,0.609,0.595,2.9257556135192e-07
Inhba,8.93969665189476e-12,0.547829889263751,0.165,0.038,2.96592315819912e-07
Cep350,1.06037713864225e-11,-0.440115940971856,0.144,0.259,3.51801323287338e-07
mt-Atp8,1.12989882706406e-11,-0.758031912365856,0.542,0.559,3.74866533855044e-07
Zc3hav1,1.159374512315e-11,-0.50670506713768,0.165,0.282,3.84645681950749e-07
Pygb,1.2015753174237e-11,-0.615758909382088,0.219,0.336,3.98646643061661e-07
Dolk,1.21106974504448e-11,-0.422950991427007,0.15,0.266,4.01796609313406e-07
Hacd3,1.28586654031262e-11,-0.557877090677681,0.242,0.349,4.26611942079519e-07
Trpm7,1.54734996369914e-11,-0.619162732952702,0.251,0.358,5.13364297456462e-07
Plekho2,1.58290674383238e-11,-0.388833649887808,0.072,0.173,5.25160970401268e-07
Loxl2,1.84733551253578e-11,-0.364353434540832,0.026,0.101,6.12890502993995e-07
Ifi203,1.98026248053496e-11,-0.551694871800174,0.051,0.144,6.56991683167083e-07
Firre,2.15294781766824e-11,-0.327744030291671,0.065,0.16,7.14283497467792e-07
Msrb1,2.37283131463706e-11,-0.635394288176116,0.221,0.336,7.87234245257137e-07
Asb8,2.41679133365053e-11,-0.489719366868297,0.14,0.252,8.01818860765238e-07
Cish,2.51864026742561e-11,-0.360812340503981,0.053,0.144,8.35609281523794e-07
Aldh5a1,2.75780961754434e-11,-0.299254697706893,0.068,0.167,9.14958496812685e-07
H2-D1,2.88230241850263e-11,-0.706719288849958,0.761,0.709,9.56261473386618e-07
Septin7,2.88770381315095e-11,-0.437611367036838,0.809,0.759,9.58053494089091e-07
Gm50012,2.93838970488386e-11,-0.316022827685169,0.037,0.117,9.74869552389318e-07
Arhgap31,2.98124184085312e-11,-0.254468809116982,0.05,0.142,9.89086605539839e-07
Pink1,3.00262135541316e-11,-0.529447905056641,0.243,0.356,9.96179687085425e-07
Retsat,3.18703147279859e-11,-0.283568332742849,0.056,0.149,1.05736143173039e-06
Serping1,3.23583754486457e-11,-0.71016875296328,0.185,0.302,1.07355382225972e-06
Tspan5,3.24849660974009e-11,-0.646729317002011,0.277,0.376,1.07775372021347e-06
Sipa1,3.38079918578107e-11,-0.363975793225142,0.059,0.153,1.12164774586659e-06
Pik3ip1,3.47112544899142e-11,-0.404593301084567,0.167,0.288,1.15161529021188e-06
Rab21,3.50761057984519e-11,-0.575143007635315,0.353,0.446,1.16371996207524e-06
Galnt18,3.65728955596118e-11,-0.268434653359332,0.034,0.113,1.21337895598124e-06
Atad2b,3.87224606342225e-11,-0.409671804175381,0.128,0.239,1.2846950764616e-06
Crlf2,4.03999852251607e-11,-0.280529182632338,0.066,0.164,1.34035030981516e-06
Mir9-3hg,4.10178523892609e-11,-0.419005128693741,0.073,0.171,1.36084928871851e-06
Malat1,4.22936759099227e-11,-0.764730193998554,0.997,0.991,1.40317728566351e-06
Septin2,4.45589998827858e-11,0.264353703773902,0.213,0.074,1.47833393911119e-06
Gk,4.76568516451794e-11,-0.318461844851214,0.062,0.158,1.58111136703212e-06
Srsf5,4.81227333272325e-11,-0.678164436004278,0.718,0.676,1.59656792359759e-06
Pxk,4.83230028186052e-11,-0.383641016809758,0.1,0.207,1.60321226451287e-06
Fibp,5.24810945524804e-11,-0.704239945837668,0.291,0.383,1.74116527396764e-06
Elmo2,5.55083405471869e-11,-0.545859844851474,0.118,0.225,1.84160021433402e-06
Usp45,6.1803757859842e-11,-0.277504153666906,0.051,0.14,2.05046327451598e-06
Phgdh,6.73967139943547e-11,-0.515814455303847,0.141,0.255,2.23602078019071e-06
Cwf19l2,7.61708643788285e-11,-0.535990427484357,0.264,0.365,2.52712076749639e-06
Xylt1,8.17876271275894e-11,-0.26248110923313,0.029,0.101,2.71346810521203e-06
Megf9,8.30010938404964e-11,-0.411052159535007,0.15,0.259,2.75372729034615e-06
Prkd1,8.32678203229841e-11,-0.253458333633215,0.043,0.126,2.76257647485564e-06
Clcn6,8.54326120488078e-11,-0.276784654078128,0.059,0.151,2.8343977699433e-06
Xrn1,8.64204438621889e-11,-0.528665512259829,0.242,0.349,2.86717106601584e-06
Trip12,8.92514923578592e-11,-0.61349698388509,0.397,0.464,2.96109676195669e-06
Ehd3,8.97992937150476e-11,-0.302064338152227,0.058,0.149,2.97927116758414e-06
Hoxb3os,9.97624494755481e-11,-0.2830425373346,0.049,0.135,3.30981878625026e-06
Plxnb1,1.17660387086103e-10,-0.573789690582709,0.146,0.255,3.90361866235563e-06
Cgrrf1,1.25953059244257e-10,-0.434013442612849,0.146,0.259,4.17874464654671e-06
Apobec3,1.27813613124698e-10,-0.433918044148959,0.119,0.227,4.2404722426381e-06
Vmp1,1.37678875605706e-10,-0.528299703774028,0.896,0.782,4.56777205597052e-06
Fam171a1,1.54347547770481e-10,-0.451745005502771,0.151,0.257,5.12078859238125e-06
Tut7,1.60215431548708e-10,-0.836117325776009,0.32,0.399,5.3154673724915e-06
Tns1,1.60860911015407e-10,-0.527447299623923,0.196,0.304,5.33688244475815e-06
Snrnp70,1.63151802988636e-10,-0.522755515845212,0.757,0.703,5.41288736775399e-06
Degs1,1.71507579113203e-10,-0.607173094247225,0.591,0.579,5.69010695223873e-06
Zfp281,1.80302304164099e-10,-0.507907539648034,0.21,0.318,5.9818895452523e-06
Srebf2,1.95521085757744e-10,-0.554376668348178,0.403,0.468,6.48680306218469e-06
Pls3,1.99605716883073e-10,-0.568548786350766,0.24,0.347,6.62231886902972e-06
Parp11,1.99839545478375e-10,-0.25777764157386,0.033,0.108,6.63007660033603e-06
C4b,2.03947668649912e-10,-0.706217950567019,0.185,0.291,6.76637180279812e-06
Angptl4,2.12381320172469e-10,-0.906077417043923,0.138,0.245,7.04617505936199e-06
Rfx4,2.24248762545086e-10,-0.558420284778342,0.174,0.279,7.43990119495832e-06
Washc4,2.41655891472662e-10,-0.491615388166097,0.181,0.288,8.0174175113885e-06
Ptpmt1,2.50973899981391e-10,-0.546724814222427,0.249,0.347,8.32656107968261e-06
Pcmtd1,3.01011176603972e-10,-0.584301903343144,0.216,0.322,9.98664780618997e-06
Trip11,3.09761022569171e-10,-0.642879633585228,0.361,0.435,1.02769414457774e-05
Sema4c,3.46162324100689e-10,-0.281939179353852,0.045,0.126,1.14846274266886e-05
Stat3,3.59967216773152e-10,-0.560393279722133,0.588,0.588,1.19426323508828e-05
Il1r1,3.65361693152706e-10,-0.285324171374082,0.079,0.173,1.21216048937273e-05
Tm9sf2,4.02990926315075e-10,-0.5156250781682,0.513,0.547,1.33700299623553e-05
Gabbr1,4.58514731196298e-10,-0.622592180471922,0.554,0.556,1.52121432368996e-05
Rnpc3,4.9768096018089e-10,-0.521260197984821,0.255,0.349,1.65115612159214e-05
Hspa1a,5.20045659087671e-10,0.560373481393282,0.362,0.198,1.72535548315517e-05
Irx2,5.24763316850189e-10,-0.272139845094576,0.038,0.113,1.74100725631387e-05
Tmbim4,5.65226651355847e-10,-0.609689722673864,0.555,0.55,1.87525246120329e-05
Tmsb4x,5.96681273991131e-10,0.316234142542041,1,0.995,1.97960946272038e-05
Peli2,6.11507141244381e-10,-0.354173829303203,0.086,0.18,2.02879724250648e-05
Bmpr2,7.14766833778026e-10,-0.564573573686126,0.309,0.39,2.37138192442536e-05
Mbp,8.33020412654721e-10,-0.58138762276115,0.317,0.453,2.76371182306457e-05
Shfl,8.33147720075208e-10,-0.266744776360662,0.032,0.104,2.76413419089352e-05
Rgs7,8.50642487421215e-10,-0.333093763231642,0.079,0.171,2.82217658051737e-05
Cat,8.63348595507492e-10,-0.432149367994163,0.185,0.293,2.86433163531521e-05
Syngr1,9.0783696646955e-10,-0.28518272771488,0.061,0.149,3.01193070365602e-05
Ptbp2,9.13536471217159e-10,-0.473181308470897,0.214,0.313,3.03083995055717e-05
Ccdc190,9.60219038733011e-10,-0.279491167633857,0.056,0.142,3.18571870480451e-05
Gfpt2,9.7613296041122e-10,-0.285871621440516,0.05,0.131,3.2385163227563e-05
Slc29a3,1.02175988755604e-09,-0.330283144922441,0.077,0.169,3.38989277894468e-05
Xpo1,1.13878165743664e-09,-0.669265956711536,0.375,0.435,3.77813590487754e-05
Kdsr,1.16384634017399e-09,-0.559809873307736,0.33,0.41,3.86129300279524e-05
Sardh,1.1750520915405e-09,-0.286965238269551,0.059,0.144,3.89847032410392e-05
Calca,1.24648682372527e-09,-0.414332389154919,0.057,0.142,4.13546933507332e-05
Pigm,1.33282469758318e-09,-0.347437252045075,0.128,0.232,4.42191249917171e-05
Dusp11,1.42271961210471e-09,-0.55217465837835,0.372,0.439,4.7201568570798e-05
Dusp5,1.453471862001e-09,0.271739542336254,0.319,0.16,4.8221835965607e-05
Snapc3,1.60031805166798e-09,-0.387439042543867,0.14,0.243,5.30937520001886e-05
Sphk1,1.64307562848643e-09,-0.632498591828112,0.356,0.437,5.45123201262942e-05
Tank,1.72105918332368e-09,-0.436082685198599,0.205,0.306,5.70995805251298e-05
Snap25,1.87130462430116e-09,-0.281953053099355,0.032,0.101,6.20842735204396e-05
Dock4,1.90532013627619e-09,-0.4994912818659,0.168,0.273,6.32128061612352e-05
Spsb1,2.16236155019344e-09,-0.585930621846885,0.336,0.41,7.17406691507678e-05
Serinc3,2.16560976632883e-09,-0.558790123277677,0.557,0.556,7.18484352174916e-05
Zfyve16,2.23683882742017e-09,-0.361217153566234,0.119,0.216,7.4211601777319e-05
Mapt,2.35087662300852e-09,-0.366126520868301,0.075,0.164,7.79950337215537e-05
Ash1l,2.4297027235649e-09,-0.68793461939776,0.46,0.491,8.06102472597126e-05
St3gal4,2.47489024622381e-09,-0.515211590468159,0.191,0.291,8.21094336989675e-05
Klf7,2.71421400892958e-09,-0.601581493257678,0.409,0.468,9.00494781742567e-05
Ifitm10,2.9747488288763e-09,-0.460114167053388,0.119,0.221,9.86932418956291e-05
Smpd1,3.00961094970438e-09,-0.565778824781655,0.271,0.36,9.98498624783423e-05
Zhx1,3.31850691938477e-09,-0.411694561693171,0.116,0.209,0.000110098104064429
Crot,3.70193601189232e-09,-0.462624613430579,0.168,0.268,0.000122819131066552
Nim1k,3.74551619398749e-09,-0.406393201674524,0.095,0.189,0.000124264990767923
Ppp6r3,4.14467826056221e-09,-0.516012671262878,0.208,0.302,0.000137507990650672
Usp40,4.23419507188995e-09,-0.407853401622873,0.145,0.245,0.000140477889900093
Mycbp2,4.30224933416385e-09,-0.615166545847541,0.361,0.432,0.000142735726159554
Uqcrh,4.44263460750642e-09,-0.462592715642926,0.909,0.795,0.00014739328837324
Soat1,4.65271564481329e-09,-0.513465464165543,0.255,0.351,0.000154363146947971
Lpp,4.72872902860842e-09,-0.536834632224527,0.282,0.372,0.000156885042982142
B3galt1,4.87310043455534e-09,-0.260905861628106,0.05,0.126,0.000161674853117243
Hnrnpu,5.10903136655712e-09,0.268295816877919,0.886,0.703,0.000169502333648266
Socs1,5.17043280559562e-09,-0.368927978645948,0.11,0.205,0.000171539449191246
Slc7a2,5.17485846009685e-09,-0.537925875360709,0.276,0.363,0.000171686279130633
Tmem176b,5.352036162486e-09,-0.672976959661505,0.723,0.671,0.000177564503762798
Sema6d,5.53750618897444e-09,-0.455453217057459,0.162,0.257,0.000183717842831605
Sec62,5.60675838809893e-09,-0.489490021371283,0.836,0.757,0.000186015423041958
Uqcrfs1,5.77362626351304e-09,-0.481667052327786,0.732,0.662,0.000191551598544572
Chka,5.81527425703388e-09,-0.644877748206441,0.357,0.421,0.000192933354025613
Skap2,5.83526492616833e-09,-0.553290082952877,0.4,0.459,0.000193596584455487
Phlpp1,7.78204794296575e-09,-0.375622904791823,0.089,0.176,0.000258185004603775
Gphn,8.79690193043578e-09,-0.282694385521761,0.091,0.18,0.000291854815346068
Eps15,8.8209270278844e-09,-0.482653615890917,0.27,0.354,0.000292651896004121
Fnbp4,9.13123072641594e-09,-0.492533751555073,0.207,0.302,0.000302946841810302
Mapk8ip3,9.59004854368566e-09,-0.544665393951836,0.229,0.32,0.000318169040533859
Il13ra1,1.03299536189124e-08,-0.348130813104502,0.089,0.178,0.000342716871214656
ENSMUSG00000079065,1.04447599470117e-08,-0.596936736586978,0.316,0.387,0.000346525800762008
Mau2,1.08685957160654e-08,-0.440337548442879,0.17,0.266,0.000360587400071902
Nadk2,1.10296792716712e-08,-0.470993377661542,0.171,0.268,0.000365931669196234
Etnk1,1.22724295284303e-08,-0.621815304345171,0.366,0.419,0.000407162394464734
Msn,1.22870026892647e-08,0.296646273302982,0.879,0.707,0.000407645888221736
Itga6,1.32241839529965e-08,-0.514999669032339,0.293,0.372,0.000438738751008566
Ifi35,1.5512209769914e-08,-0.532305342106445,0.165,0.257,0.000514648583536436
Scamp2,1.62025311554751e-08,-0.587549627417203,0.391,0.43,0.000537551376145196
Mtarc2,1.64951848945914e-08,-0.602559581048851,0.416,0.464,0.000547260749247858
Bicra,1.73798097288464e-08,-0.270206169696824,0.065,0.144,0.000576609947373938
Pcyt1a,1.73976023856256e-08,-0.413389463547989,0.145,0.239,0.000577200254347902
S1pr3,1.98780964632571e-08,-0.677466539104296,0.188,0.279,0.000659495606361482
Gnaq,2.16060808256631e-08,-0.571893349768015,0.295,0.372,0.000716824943553024
Rbm4,2.1772130074948e-08,-0.316080990153885,0.107,0.194,0.000722333959496551
Ptar1,2.29238611030823e-08,-0.473351847467316,0.183,0.27,0.00076054493981696
Dusp7,2.39048254569334e-08,-0.435181080731652,0.165,0.257,0.00079309039418468
Ptprn,2.44744258187012e-08,-0.36379274760326,0.041,0.108,0.000811988025387051
Adora1,2.45846282619804e-08,-0.434933363084545,0.117,0.207,0.000815644211847723
Fut8,2.57688662206171e-08,-0.413003200200799,0.16,0.255,0.000854933674601415
Sidt2,2.72789650321899e-08,-0.377235035753794,0.144,0.234,0.000905034222872964
Rgs17,3.4788525581505e-08,-0.432061994428627,0.124,0.216,0.00115417891321759
Fjx1,4.05853867875597e-08,-0.713814922548022,0.236,0.32,0.00134650137745087
Celf2,4.38826395701883e-08,-0.482392230953854,0.185,0.273,0.00145589433302014
Plscr2,4.5923680640803e-08,-0.481392001603712,0.2,0.291,0.00152360995261992
Tmem62,4.63853065061537e-08,-0.297643368543005,0.074,0.155,0.00153892531395466
Snhg1,4.64103040228727e-08,-0.541178202929291,0.33,0.421,0.00153975465656685
Snta1,4.79168318545177e-08,-0.476589141657874,0.152,0.239,0.00158973673043734
Trib2,5.10939449920286e-08,-0.431911453619164,0.145,0.234,0.00169514381300053
Pi4ka,5.13748340042131e-08,-0.358650275916941,0.134,0.223,0.00170446286775778
Cdc42se1,5.22249840253119e-08,-0.579619410299219,0.425,0.464,0.00173266829500777
Acat2,5.27279003078734e-08,-0.329111220456972,0.104,0.194,0.00174935354851432
Chst2,5.28847062832697e-08,-0.659302147545725,0.516,0.554,0.00175455590036004
Med15,5.32733442958292e-08,-0.499174149563176,0.255,0.338,0.00176744974370272
Dlg4,5.95278069103752e-08,-0.433182237750014,0.15,0.239,0.00197495404986552
Zfand5,6.08854554138515e-08,0.293576113964774,0.721,0.563,0.00201999675426535
Prkab2,6.11467057635148e-08,-0.318712325733733,0.096,0.18,0.00202866425711613
Ptx3,7.62584406704092e-08,-0.714208610327226,0.165,0.259,0.00253002628612217
N4bp2l2,7.85923644572242e-08,-0.571257507433326,0.478,0.498,0.00260745887559733
Bach1,8.71234501290476e-08,-0.471633848726088,0.252,0.333,0.00289049470493141
Safb2,8.78304114494067e-08,-0.568210942544143,0.269,0.347,0.00291394956065696
Acyp2,9.16582655335447e-08,-0.564870438879907,0.319,0.383,0.00304094627560641
Ppp2r5a,9.5768889638438e-08,-0.498498482888996,0.218,0.302,0.00317732445153446
Selenok,9.78367826348216e-08,-0.33923855647628,0.948,0.847,0.00324593093747548
Tssc4,9.93386397287094e-08,-0.673622604880591,0.343,0.401,0.00329575805027939
Crebrf,1.02946548884286e-07,-0.387159240134882,0.135,0.223,0.00341545765233396
Mgst1,1.17812712717748e-07,-0.486487343461524,0.491,0.532,0.00390867236983673
Peli1,1.18798193739951e-07,-0.484889610756073,0.219,0.302,0.00394136767371035
Zfp397,1.24018488694322e-07,-0.425571758863012,0.208,0.293,0.00411456139941152
Dag1,1.31522970220719e-07,-0.588322527925996,0.336,0.392,0.00436353758301281
Ptprs,1.32506473034717e-07,-0.466325117392751,0.233,0.318,0.00439616725587279
Nwd1,1.34193437505823e-07,-0.39176964599504,0.072,0.146,0.0044521356761307
Abca3,1.39092930749024e-07,-0.322900046148005,0.113,0.196,0.00461468616346037
Abcd4,1.41092024685727e-07,-0.268976960190145,0.064,0.137,0.00468101010299838
Cpeb1,1.4715604295289e-07,-0.480978011545223,0.227,0.309,0.00488219603704803
Trf,1.61445435637342e-07,-0.902594746770553,0.299,0.369,0.0053562752181401
Stam,1.69970140140666e-07,-0.408046737342476,0.174,0.259,0.00563909933944686
Stoml1,1.74226349761343e-07,-0.38964683358973,0.158,0.248,0.00578030760603207
Gpatch8,1.76863034893581e-07,-0.50667730815481,0.321,0.385,0.00586778490866433
Per3,1.79594552117034e-07,-0.413875759124707,0.118,0.203,0.00595840845558684
Fndc5,1.8942034746277e-07,-0.30069007147716,0.057,0.128,0.00628439886777233
Ptk2,1.95616622327403e-07,-0.489770147736579,0.239,0.311,0.00648997267895626
Vhl,2.08151508664036e-07,-0.296522323106614,0.097,0.178,0.00690584260294674
Pank3,2.11393790160257e-07,-0.452766192701704,0.24,0.318,0.00701341177614683
Impa1,2.12941633436514e-07,-0.519358968816442,0.289,0.358,0.00706476457252322
Rasd1,2.272065469952e-07,-0.388806495025683,0.08,0.16,0.00753803160965975
Tiparp,2.30811698245263e-07,-0.814790957747206,0.455,0.477,0.00765763971268308
Neto2,2.3173483014065e-07,-0.638313006391336,0.234,0.306,0.00768826645957634
Sdc2,2.3297801113591e-07,-0.525763053250087,0.373,0.423,0.0077295114754561
Sf3b1,2.47913456176491e-07,-0.417972041751452,0.702,0.642,0.00822502473556746
Rimklb,2.49803457109227e-07,-0.369743680838244,0.135,0.221,0.00828772929651282
Kbtbd11,2.82500218824058e-07,-0.338946379868177,0.11,0.191,0.00937250975992577
Tmx2,2.92521111792243e-07,-0.55143040445094,0.446,0.475,0.00970497292593125
Aff1,3.2602094879374e-07,-0.539762977640967,0.325,0.383,0.0108163970181299
Gfap,3.26488353447877e-07,-0.383713670525125,0.914,0.966,0.0108319041023402
Gas5,3.58556022285762e-07,-0.292808767596741,0.368,0.559,0.0118958131513747
Plekhf1,3.6224597505769e-07,-0.307096668514244,0.095,0.176,0.012018234714489
Atp2a2,3.76037702921252e-07,-0.44586905294904,0.648,0.66,0.0124758028698184
Mir22hg,3.82729037350537e-07,-0.389279733950241,0.165,0.245,0.0126978012721788
Slc30a7,4.58308882421205e-07,-0.265281745402124,0.085,0.162,0.0152053137920883
Nme2,4.59906420003574e-07,0.815435648457896,0.641,0.559,0.0152583152964586
Hivep2,4.63661393321222e-07,-0.490800400617094,0.238,0.311,0.0153828940462182
Snn,4.63798367436952e-07,-0.295758645066771,0.089,0.167,0.0153874384364557
Atxn7,5.07399290298197e-07,-0.432758358342182,0.164,0.245,0.0168339862542233
Mcur1,5.2776025187136e-07,-0.517058912616319,0.31,0.381,0.0175095018763361
Ap5m1,5.46416388419061e-07,-0.269134827141338,0.093,0.169,0.0181284565185792
Tmem128,5.48251960707531e-07,-0.49436799955343,0.417,0.441,0.0181893553003938
Oip5os1,5.66794137436973e-07,-0.515062597596272,0.293,0.358,0.0188045290977464
Nmi,5.68540737774192e-07,-0.364265691458495,0.119,0.203,0.0188624760571344
Srrm2,5.85164337334838e-07,-0.455443226052589,0.86,0.745,0.0194139972197579
G6pdx,6.1523746411401e-07,-0.350157337288279,0.144,0.227,0.0204117333469105
Brat1,6.1550683400882e-07,-0.25701966610949,0.065,0.133,0.0204206702319106
Iffo1,6.89957755283239e-07,-0.258666974563659,0.071,0.142,0.022890728447032
Ube3a,7.56833378195284e-07,-0.510818848049119,0.589,0.565,0.0251094609883849
Snx14,7.84644571570896e-07,-0.350776565618625,0.135,0.214,0.0260321529510076
Limk2,8.21671631762729e-07,-0.413691297448774,0.135,0.214,0.027260599726992
Zmiz1,8.22739310076602e-07,-0.524995150309541,0.411,0.444,0.0272960220904114
Ttll4,8.24293298497127e-07,-0.373056637410697,0.152,0.23,0.0273475787642392
Tmed10,8.27879602682897e-07,-0.353606726832656,0.902,0.791,0.0274665615782105
Gprc5b,8.34993217044887e-07,-0.43213352463035,0.219,0.297,0.0277025699618982
Ago3,8.94099856204761e-07,-0.373911684282726,0.137,0.214,0.0296635509293053
Arid5a,9.15481100990225e-07,-0.414456473497469,0.253,0.333,0.0303729164875527
Atp8a1,9.84561637583695e-07,-0.402838284041991,0.162,0.241,0.0326648014501143
Idh1,9.91355881752741e-07,-0.364113413614242,0.161,0.243,0.0328902140889107
Arl4d,1.06073202171421e-06,-0.506722114010101,0.145,0.225,0.0351919062844122
Ifi204,1.07572835846576e-06,-0.306920847814991,0.068,0.137,0.0356894397488184
Ttpal,1.12639186632277e-06,-0.298289810990514,0.095,0.169,0.0373703029489906
Tapbpl,1.1764787599621e-06,-0.475615400006754,0.115,0.194,0.0390320358192626
Mindy2,1.24745920523e-06,-0.481464819005424,0.247,0.318,0.0413869540519157
Ak3,1.25512930908968e-06,-0.380289623543086,0.19,0.27,0.0416414250876685
Per2,1.31367429965272e-06,-0.251497206201065,0.064,0.131,0.0435837722395783
4930402H24Rik,1.41724403990586e-06,-0.642167451134858,0.374,0.417,0.0470199055119568
Axl,1.51410995740439e-06,-0.462020917011966,0.315,0.385,0.0502336260568055
Rras,1.53835368363167e-06,-0.510257514534358,0.31,0.365,0.0510379601618479
Nsdhl,1.54844329044975e-06,-0.351024897183361,0.149,0.225,0.0513727030472512
Rictor,1.57113197353024e-06,-0.432158548202666,0.207,0.279,0.0521254454858129
Trim2,1.60956539151531e-06,-0.51756338193624,0.263,0.329,0.0534005509943035
Tmem18,1.6324560980961e-06,-0.302500641810981,0.115,0.191,0.0541599959665342
Clk1,1.64571304072358e-06,-0.49470773500726,0.488,0.5,0.0545998215520862
